age,job,marital,education,contact,month,day_of_week,duration,y
32,admin.,married,university.degree,cellular,jul,thu,129,no
33,services,divorced,high.school,cellular,jul,thu,51,no
32,admin.,married,university.degree,cellular,jul,thu,61,no
32,admin.,married,university.degree,cellular,jul,thu,100,no
35,blue-collar,married,basic.9y,cellular,jul,thu,574,yes
32,technician,single,professional.course,telephone,jul,thu,181,no
32,admin.,married,high.school,cellular,jul,thu,23,no
27,admin.,single,university.degree,cellular,jul,thu,242,no
32,technician,single,professional.course,cellular,jul,thu,167,no
32,technician,single,professional.course,cellular,jul,thu,35,no
40,admin.,married,professional.course,cellular,jul,thu,203,no
33,technician,single,professional.course,cellular,jul,thu,140,no
32,technician,single,professional.course,cellular,jul,thu,128,no
32,technician,single,professional.course,cellular,jul,thu,128,no
32,technician,single,professional.course,cellular,jul,thu,119,no
32,technician,single,professional.course,cellular,jul,thu,234,no
30,blue-collar,single,basic.9y,cellular,jul,thu,56,no
25,technician,single,high.school,cellular,jul,thu,27,no
31,entrepreneur,single,university.degree,telephone,jul,thu,15,no
37,unemployed,single,university.degree,cellular,jul,thu,47,no
32,admin.,married,university.degree,cellular,jul,thu,46,no
53,technician,married,professional.course,telephone,jul,thu,144,no
47,blue-collar,married,basic.4y,telephone,jul,thu,175,no
36,blue-collar,married,basic.6y,telephone,jul,thu,208,no
41,admin.,single,university.degree,telephone,jul,thu,180,no
35,technician,single,professional.course,cellular,jul,thu,307,no
43,admin.,married,unknown,cellular,jul,thu,51,no
43,admin.,married,unknown,telephone,jul,thu,121,no
38,services,married,high.school,cellular,jul,thu,73,no
38,services,married,high.school,telephone,jul,thu,120,no
38,services,married,high.school,cellular,jul,thu,127,no
34,technician,married,university.degree,cellular,jul,thu,114,no
40,admin.,married,professional.course,cellular,jul,thu,106,no
24,admin.,single,high.school,cellular,jul,thu,725,yes
35,technician,single,professional.course,cellular,jul,thu,105,no
28,services,married,high.school,telephone,jul,thu,115,no
42,management,married,basic.9y,cellular,jul,thu,114,no
42,management,married,basic.9y,telephone,jul,thu,92,no
29,admin.,single,university.degree,cellular,jul,thu,6,no
39,technician,married,high.school,cellular,jul,thu,123,no
56,management,married,university.degree,cellular,jul,thu,22,no
42,management,married,basic.9y,cellular,jul,thu,253,no
56,management,married,university.degree,cellular,jul,thu,57,no
35,technician,married,professional.course,cellular,jul,thu,126,no
48,technician,married,professional.course,cellular,jul,thu,38,no
48,technician,married,professional.course,telephone,jul,thu,77,no
42,blue-collar,married,basic.9y,cellular,jul,thu,349,no
53,blue-collar,married,basic.4y,cellular,jul,thu,36,no
39,services,married,high.school,cellular,jul,thu,543,no
52,blue-collar,married,basic.9y,cellular,jul,thu,114,no
26,blue-collar,married,high.school,cellular,jul,thu,49,no
34,technician,married,professional.course,cellular,jul,thu,61,no
36,blue-collar,married,basic.9y,telephone,jul,thu,77,no
32,technician,single,professional.course,cellular,jul,thu,81,no
56,management,married,university.degree,cellular,jul,thu,122,no
37,admin.,married,high.school,cellular,jul,thu,56,no
35,technician,single,professional.course,cellular,jul,thu,53,no
34,unemployed,married,high.school,cellular,jul,thu,94,no
56,management,married,university.degree,cellular,jul,thu,126,no
34,unemployed,married,high.school,cellular,jul,thu,118,no
46,technician,divorced,professional.course,cellular,jul,thu,60,no
56,technician,divorced,university.degree,cellular,jul,thu,227,no
32,admin.,married,high.school,cellular,jul,thu,662,yes
28,admin.,single,university.degree,cellular,jul,thu,727,yes
49,technician,married,professional.course,telephone,jul,thu,219,no
53,blue-collar,married,basic.4y,cellular,jul,thu,79,no
28,admin.,single,high.school,cellular,jul,thu,231,no
56,technician,divorced,university.degree,cellular,jul,thu,49,no
29,technician,married,university.degree,cellular,jul,thu,201,no
44,technician,married,professional.course,cellular,jul,thu,221,no
44,technician,married,professional.course,telephone,jul,thu,168,no
29,technician,married,university.degree,telephone,jul,thu,258,no
29,technician,married,university.degree,telephone,jul,thu,240,no
43,admin.,married,basic.4y,telephone,jul,thu,119,no
56,technician,divorced,university.degree,cellular,jul,thu,59,no
52,blue-collar,married,basic.4y,cellular,jul,thu,156,no
30,technician,single,university.degree,cellular,jul,thu,131,no
32,admin.,married,university.degree,cellular,jul,thu,189,no
36,entrepreneur,married,university.degree,cellular,jul,thu,107,no
40,technician,married,university.degree,cellular,jul,thu,122,no
36,self-employed,single,basic.4y,telephone,jul,thu,73,no
39,services,married,high.school,cellular,jul,thu,216,no
36,self-employed,single,basic.4y,cellular,jul,thu,148,no
34,technician,married,professional.course,telephone,jul,thu,46,no
38,services,married,high.school,cellular,jul,thu,145,no
41,self-employed,divorced,university.degree,cellular,jul,thu,52,no
57,admin.,married,university.degree,cellular,jul,thu,38,no
60,retired,married,basic.6y,cellular,jul,thu,126,no
29,admin.,married,university.degree,cellular,jul,thu,166,no
35,self-employed,single,university.degree,cellular,jul,thu,106,no
42,blue-collar,married,basic.9y,cellular,jul,thu,62,no
28,technician,married,professional.course,telephone,jul,thu,45,no
28,technician,married,professional.course,cellular,jul,thu,53,no
27,blue-collar,single,basic.4y,cellular,jul,thu,225,no
33,unemployed,married,high.school,cellular,jul,thu,268,no
48,management,married,university.degree,cellular,jul,thu,52,no
35,self-employed,single,university.degree,cellular,jul,thu,609,no
27,blue-collar,single,basic.4y,cellular,jul,thu,83,no
51,management,married,basic.9y,cellular,jul,thu,79,no
28,services,married,high.school,cellular,jul,thu,462,no
40,technician,married,professional.course,cellular,jul,thu,847,no
38,services,married,high.school,cellular,jul,thu,857,yes
43,housemaid,married,basic.6y,cellular,jul,thu,188,no
28,services,married,high.school,telephone,jul,thu,80,no
37,housemaid,single,professional.course,cellular,jul,thu,50,no
37,housemaid,single,professional.course,cellular,jul,thu,255,no
46,services,married,high.school,cellular,jul,thu,92,no
39,management,married,high.school,cellular,jul,thu,245,no
33,admin.,divorced,high.school,cellular,jul,thu,83,no
36,entrepreneur,married,university.degree,cellular,jul,thu,55,no
58,self-employed,divorced,university.degree,cellular,jul,thu,548,no
44,admin.,divorced,high.school,cellular,jul,thu,281,no
32,services,single,high.school,cellular,jul,thu,81,no
57,admin.,single,high.school,telephone,jul,thu,35,no
28,admin.,single,university.degree,cellular,jul,thu,69,no
53,admin.,married,university.degree,cellular,jul,thu,51,no
28,admin.,single,university.degree,cellular,jul,thu,829,yes
42,blue-collar,married,basic.9y,cellular,jul,thu,367,no
28,services,married,high.school,cellular,jul,thu,612,yes
38,technician,single,professional.course,cellular,jul,thu,25,no
28,services,married,high.school,cellular,jul,thu,184,no
34,unemployed,married,high.school,cellular,jul,thu,284,no
31,admin.,married,high.school,cellular,jul,thu,187,no
31,admin.,single,university.degree,cellular,jul,thu,128,no
29,technician,single,professional.course,cellular,jul,thu,150,no
46,technician,married,university.degree,cellular,jul,thu,124,no
51,management,married,basic.4y,cellular,jul,thu,47,no
53,blue-collar,married,basic.4y,cellular,jul,thu,249,no
36,admin.,married,high.school,cellular,jul,thu,74,no
38,self-employed,divorced,basic.9y,cellular,jul,thu,119,no
37,blue-collar,married,basic.9y,telephone,jul,thu,88,no
32,admin.,married,high.school,cellular,jul,thu,434,no
36,blue-collar,single,high.school,cellular,jul,thu,288,no
24,admin.,single,high.school,cellular,jul,thu,109,no
47,technician,married,high.school,cellular,jul,thu,388,no
39,technician,married,high.school,cellular,jul,thu,1461,yes
44,admin.,divorced,university.degree,cellular,jul,thu,155,no
35,self-employed,married,university.degree,telephone,jul,thu,172,no
28,services,single,high.school,cellular,jul,thu,465,no
39,services,single,high.school,cellular,jul,thu,91,no
31,management,single,university.degree,cellular,jul,thu,166,no
44,unknown,married,unknown,cellular,jul,thu,716,no
35,self-employed,married,university.degree,telephone,jul,thu,33,no
39,technician,married,high.school,cellular,jul,thu,266,no
42,technician,married,professional.course,cellular,jul,thu,721,no
39,admin.,single,unknown,cellular,jul,thu,99,no
40,admin.,married,high.school,cellular,jul,thu,228,no
27,self-employed,married,university.degree,telephone,jul,thu,36,no
50,unemployed,married,professional.course,cellular,jul,thu,74,no
58,unknown,married,high.school,cellular,jul,thu,222,no
22,unemployed,single,high.school,cellular,jul,thu,361,yes
48,admin.,divorced,university.degree,cellular,jul,thu,294,no
53,blue-collar,married,basic.4y,cellular,jul,thu,247,no
36,admin.,single,university.degree,cellular,jul,thu,109,no
54,admin.,married,university.degree,cellular,jul,thu,324,no
47,technician,married,professional.course,cellular,jul,thu,223,no
59,services,married,high.school,cellular,jul,thu,362,no
59,services,married,high.school,cellular,jul,thu,300,no
35,admin.,married,high.school,cellular,jul,thu,66,no
38,admin.,married,basic.6y,cellular,jul,thu,169,no
45,management,married,university.degree,cellular,jul,thu,391,no
57,technician,single,professional.course,cellular,jul,thu,155,no
39,management,divorced,basic.9y,cellular,jul,thu,86,no
45,blue-collar,married,basic.9y,cellular,jul,thu,151,no
55,management,married,university.degree,cellular,jul,thu,345,no
28,blue-collar,married,basic.4y,cellular,jul,thu,94,no
45,management,married,university.degree,cellular,jul,thu,843,no
44,blue-collar,divorced,professional.course,cellular,jul,thu,81,no
33,blue-collar,married,basic.6y,cellular,jul,thu,75,no
25,admin.,single,basic.9y,cellular,jul,thu,198,no
25,admin.,single,basic.9y,cellular,jul,thu,81,no
30,unemployed,married,high.school,cellular,jul,thu,34,no
53,admin.,married,high.school,cellular,jul,thu,61,no
60,management,married,professional.course,cellular,jul,thu,241,no
34,services,married,high.school,cellular,jul,thu,156,no
36,admin.,married,university.degree,cellular,jul,thu,1739,no
34,services,married,high.school,telephone,jul,thu,345,no
36,technician,single,professional.course,cellular,jul,thu,111,no
37,blue-collar,married,basic.4y,cellular,jul,thu,166,no
54,blue-collar,married,basic.9y,telephone,jul,thu,28,no
55,admin.,divorced,university.degree,cellular,jul,thu,119,no
55,admin.,divorced,university.degree,cellular,jul,thu,209,no
34,services,married,high.school,telephone,jul,thu,733,no
28,blue-collar,married,basic.4y,cellular,jul,thu,44,no
25,admin.,single,basic.9y,cellular,jul,thu,18,no
30,services,single,high.school,telephone,jul,thu,444,no
36,admin.,single,university.degree,cellular,jul,thu,744,no
29,management,married,university.degree,cellular,jul,thu,196,no
34,technician,divorced,unknown,telephone,jul,thu,190,no
31,self-employed,married,university.degree,cellular,jul,thu,245,no
48,blue-collar,married,professional.course,cellular,jul,thu,22,no
30,blue-collar,single,high.school,telephone,jul,thu,13,no
31,services,single,high.school,cellular,jul,thu,59,no
28,blue-collar,married,basic.4y,cellular,jul,thu,108,no
33,admin.,single,professional.course,cellular,jul,thu,134,no
28,technician,single,university.degree,cellular,jul,thu,58,no
58,management,married,university.degree,cellular,jul,thu,32,no
45,admin.,married,university.degree,cellular,jul,thu,9,no
48,technician,married,professional.course,telephone,jul,thu,37,no
33,technician,married,university.degree,cellular,jul,thu,90,no
54,admin.,married,university.degree,cellular,jul,thu,20,no
36,admin.,single,university.degree,cellular,jul,thu,33,no
36,admin.,single,university.degree,telephone,jul,thu,18,no
44,blue-collar,divorced,professional.course,cellular,jul,thu,66,no
39,technician,married,professional.course,cellular,jul,thu,23,no
32,technician,married,university.degree,cellular,jul,thu,19,no
25,admin.,single,basic.9y,cellular,jul,thu,37,no
38,admin.,married,high.school,telephone,jul,thu,51,no
48,technician,married,professional.course,cellular,jul,thu,21,no
38,admin.,married,basic.6y,cellular,jul,thu,294,no
32,technician,married,university.degree,telephone,jul,thu,65,no
59,services,married,high.school,cellular,jul,thu,70,no
38,technician,married,high.school,cellular,jul,thu,18,no
50,self-employed,married,professional.course,cellular,jul,thu,77,no
54,admin.,married,university.degree,cellular,jul,thu,9,no
41,housemaid,married,basic.4y,cellular,jul,thu,17,no
52,blue-collar,married,basic.9y,cellular,jul,thu,393,no
32,technician,married,university.degree,cellular,jul,thu,22,no
31,services,single,high.school,cellular,jul,thu,10,no
30,services,single,high.school,telephone,jul,thu,454,no
33,technician,married,university.degree,cellular,jul,thu,89,no
34,technician,married,professional.course,cellular,jul,thu,11,no
59,retired,married,basic.4y,telephone,jul,thu,37,no
44,technician,single,unknown,cellular,jul,thu,48,no
53,admin.,married,high.school,cellular,jul,thu,10,no
39,admin.,married,university.degree,cellular,jul,thu,67,no
33,technician,single,university.degree,cellular,jul,thu,58,no
30,unemployed,married,high.school,cellular,jul,thu,272,no
36,technician,single,professional.course,cellular,jul,thu,164,no
48,admin.,single,university.degree,telephone,jul,thu,55,no
26,blue-collar,married,basic.4y,cellular,jul,thu,530,no
25,admin.,single,basic.9y,cellular,jul,thu,17,no
31,services,single,high.school,cellular,jul,thu,16,no
25,admin.,single,basic.9y,cellular,jul,thu,14,no
47,technician,married,professional.course,cellular,jul,thu,153,no
34,technician,divorced,unknown,cellular,jul,thu,8,no
38,admin.,married,basic.6y,cellular,jul,thu,69,no
25,admin.,single,basic.9y,cellular,jul,thu,8,no
37,technician,married,professional.course,telephone,jul,thu,43,no
36,admin.,single,university.degree,cellular,jul,thu,106,no
